bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0010	2541	1196	4	4	5	21	p__Firmicutes (UID241)	94.49	0.42	0	2500259	0	23	23	873709	873709	108706	108706	923150	923150	51.4	3.36	87.82	2472	d__Bacteria;p__Firmicutes_H;c__UBA994;o__UBA994;f__UBA5500;g__UBA5500;s__	N/A	N/A	GCA_012727835.1	81.46	0.67	d__Bacteria;p__Firmicutes_H;c__UBA994;o__UBA994;f__UBA5500;g__UBA5500;s__	taxonomic classification defined by topology and ANI	95.95	0.9220687176393055	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GU455276.1.1481 Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;SRB2;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	16.803864	29.337545	0.30010825	0.23889321	2094727	11817	0.564130791267788	N	Bacteria	 Firmicutes	0	0
bin.0011	2354	1007	2	2	2	21	k__Bacteria (UID209)	100	2.54	0	2384751	0	24	24	521271	521271	99364	99364	812561	812561	46	3.53	89.65	2356	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium sp012518015	99.59	0.96	GCA_012518015.1	99.59	0.96	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__	taxonomic classification defined by topology and ANI	88.9	N/A	N/A	EU878326.1.1524 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	16.310434	25.698465	0.29129592	0.2092605	1637488	21764	1.32910897667647	N	Bacteria	 Synergistetes	0	0
bin.0012	2247	1362	1	1	1	18	k__Bacteria (UID2569)	80.97	1.61	80	2264824	0	20	20	136452	136452	113241	113241	340901	340901	30.7	0.79	88.44	2229	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__Bact-19 sp002412425	98.93	0.86	GCA_002412425.1	98.93	0.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__	taxonomic classification defined by topology and ANI	75.16	N/A	N/A	FPLM01006542.18.1520 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;uncultured;metagenome	pbccs	2021-09-02	Nanopore-Illumina	MQ	4.2163396	12.235832	0.07530163	0.09963538	40479	328	0.810296697052793	N	Bacteria	 Bacteroidetes	0	0
bin.0013	1149	560	1	3	4	13	c__Clostridia (UID1085)	28.36	1.41	0	1068477	0	46	46	26960	26960	23227	23227	65290	65290	44.9	1.72	84.72	1191	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__;f__;g__;s__	taxonomic novelty determined using RED	34.23	0.5845507267506378	N/A	GU189004.1.1494 Bacteria;Firmicutes;D8A-2;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	LQ	3.3561664	2.7879503	0.05993939	0.022702051	15700	613	3.90445859872611	N	Bacteria	 Firmicutes	0	0
bin.0014	2172	920	2	2	2	20	p__Firmicutes (UID241)	95.76	1.55	0	2238808	0	9	9	485227	485227	248756	248756	685618	685618	51.5	1.26	87.76	2122	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUNI01;s__DUNI01 sp012837285	99.11	0.9	GCA_012837285.1	99.11	0.9	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUNI01;s__	taxonomic classification defined by topology and ANI	92.89	N/A	N/A	HQ155055.1.1385 Bacteria;Firmicutes;Incertae Sedis;Gelria;uncultured prokaryote	pbccs	2021-09-02	Nanopore-Illumina	HQ	68.92528	94.274506	1.2309697	0.76766956	2152328	15145	0.703656691731	N	Bacteria	 Firmicutes	0	0
bin.0015	2949	1495	2	2	2	20	o__Clostridiales (UID1120)	90.14	6.99	15.38	3095406	0	30	30	206555	206555	103180	103180	398319	398319	40.6	1.31	85.12	2942	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-8532;g__DTU069;s__DTU069 sp012730095	99.09	0.9	GCA_012730095.1	99.09	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-8532;g__DTU069;s__	taxonomic classification defined by topology and ANI	79.23	N/A	N/A	HQ156036.1.1357 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;HN-HF0106;uncultured prokaryote	pbccs	2021-09-02	Nanopore-Illumina	MQ	5.728593	10.472391	0.10230969	0.085275814	238905	5528	2.31389045855047	N	Bacteria	 Firmicutes	2	0
bin.0016	2574	1059	4	4	4	21	o__Clostridiales (UID1120)	99.07	4.2	83.33	2627602	0	22	22	176577	176577	119436	119436	502435	502435	39.1	1.52	89.01	2486	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp012520455	99.91	0.98	GCA_012520455.1	99.91	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	96.55	N/A	N/A	FJ825495.1.1386 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	100.72399	138.70345	1.7988782	1.1294508	2431332	3703	0.152303346478391	N	Bacteria	 Firmicutes	0	0
bin.0017	846	483	1	1	0	15	k__Bacteria (UID1452)	50.66	0.99	100	788780	0	8	8	116322	116322	98597	98597	173415	173415	41.6	1.85	84.18	836	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__;s__	N/A	N/A	GCA_002774085.1	76.4	0.12	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	52.27	0.8002044384853162	N/A	KC763875.1.1327 Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	5.223421	7.3066545	0.09328759	0.059497487	23247	670	2.88209231298662	N	Bacteria	 Firmicutes	0	0
bin.0018	3582	2117	3	3	3	19	o__Clostridiales (UID1120)	95.43	2.8	25	3719810	0	33	33	462789	462789	112721	112721	984766	984766	39.7	2.17	90.49	3514	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__DUPL01 sp012838385	99.59	0.97	GCA_012838385.1	99.59	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__	taxonomic classification defined by topology and ANI	93.81	N/A	N/A	KC846014.1.1506 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Ruminiclostridium;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	8.387482	26.891695	0.14979607	0.21897687	1997534	11600	0.580716022856182	N	Bacteria	 Firmicutes	1	0
bin.0019	2279	997	2	2	2	20	k__Bacteria (UID2328)	94.56	1.33	0	2329113	0	18	18	416390	416390	129395	129395	909491	909491	34.5	7.34	84.24	2236	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__UBA6794;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Caldatribacteriota;c__JS1;o__SB-45;f__;g__;s__	taxonomic novelty determined using RED	80.37	0.8024157096628135	N/A	HQ184008.1.1509 Bacteria;Caldatribacteriota;JS1;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	5.396216	6.653636	0.09637362	0.05418001	39848	807	2.02519574382654	N	Bacteria	 Proteobacteria	0	0
bin.0020	3092	1583	1	1	1	19	p__Firmicutes (UID240)	55.29	10.58	87.5	2833426	0	33	33	116759	116759	85861	85861	351775	351775	38.1	2.16	84.03	3081	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__Tepidanaerobacter;s__	N/A	N/A	GCF_000328765.2	95.06	0.61	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__Tepidanaerobacter;s__	taxonomic classification defined by topology and ANI	45.58	0.9924775729513694	Genome has more than 10.0% of markers with multiple hits	HF563609.1217655.1219166 Bacteria;Firmicutes;Thermovenabulia;Thermovenabulales;Tepidanaerobacter;Tepidanaerobacter acetatoxydans Re1	pbccs	2021-09-02	Nanopore-Illumina	Contaminated	5.0877132	10.535	0.09086391	0.08578564	217312	7348	3.38131350316596	N	Bacteria	 Firmicutes	0	0
bin.0021	1773	723	2	0	0	15	k__Bacteria (UID209)	76.27	19.49	66.67	1624060	0	25	25	90515	90515	64962	64962	276534	276534	58.7	2.88	87.39	1799	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__	N/A	N/A	GCA_002070395.1	90.69	0.7	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__	taxonomic classification defined by topology and ANI	50.43	0.9859373794528251	Genome has more than 15.8% of markers with multiple hits	FPLM01000554.1.1353 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga;metagenome	pbccs	2021-09-02	Nanopore-Illumina	Contaminated	4.9808517	7.35305	0.088955425	0.059875287	166975	1839	1.10136247941309	N	Bacteria	 Synergistetes	0	0
bin.0022	2359	1081	2	4	2	20	o__Clostridiales (UID1212)	95.91	0	0	2473398	0	15	15	287780	287780	164893	164893	635378	635378	54.5	3.18	86.85	2301	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__;s__	N/A	N/A	GCA_900555065.1	75.54	0.03	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	taxonomic classification defined by topology and ANI	92.69	0.7563187815219515	N/A	KF550895.1.1451 Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Papillibacter;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	7.965455	13.226652	0.14225888	0.107703544	636672	4966	0.779993466023321	N	Bacteria	 Firmicutes	0	0
bin.0023	544	213	0	1	2	9	o__Thermoanaerobacterales (UID1420)	26.75	0	0	478136	0	8	8	62608	62608	59767	59767	94606	94606	51.5	1.11	83.26	530	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__JAAYQN01;s__JAAYQN01 sp012519285	98.96	0.83	GCA_012519285.1	98.96	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__;s__	taxonomic classification defined by topology and ANI	39.15	N/A	N/A	NA	pbccs	2021-09-02	Nanopore-Illumina	LQ	3.9472299	23.013912	0.07049548	0.1874004	123219	1088	0.882980709143882	N	Bacteria	 Firmicutes	0	0
bin.0024	3181	1450	2	2	2	20	k__Bacteria (UID209)	100	0	0	3294974	0	31	31	339609	339609	106289	106289	571903	571903	38.5	1.17	81.96	3054	d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__UBA8910;g__UBA8910;s__UBA8910 sp002069605	99.32	0.96	GCA_002069605.1	99.32	0.96	d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__UBA8910;g__UBA8910;s__	taxonomic classification defined by topology and ANI	90.43	N/A	N/A	AJ306782.1.1566 Bacteria;Caldatribacteriota;Caldatribacteriia;Caldatribacteriales;Caldatribacteriaceae;Candidatus Caldatribacterium;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	8.575388	13.360445	0.15315199	0.10879301	707568	10433	1.4744872577618	N	Bacteria	 Proteobacteria	1	0
bin.0025	3767	1743	2	2	2	21	c__Deltaproteobacteria (UID3216)	98.71	9.03	66.67	4061636	0	22	22	860988	860988	184619	184619	1653362	1653362	57.3	1.69	86.83	3697	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp002316295	99.35	0.97	GCA_002316295.1	99.35	0.97	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	89.08	N/A	N/A	CU918113.1.1382 Bacteria;SAR324 clade(Marine group B);uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	66.51039	127.4334	1.187841	1.0376798	3988087	11176	0.280234608723431	N	Bacteria	 Proteobacteria	0	0
bin.0026	2915	1354	1	1	1	21	c__Deltaproteobacteria (UID3216)	94.19	3.23	0	3098295	0	11	11	506529	506529	281663	281663	794573	794573	63.2	1.82	87.79	2851	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__UBA2192 sp012728915	99.93	0.98	GCA_012728915.1	99.93	0.98	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2192;s__	taxonomic classification defined by topology and ANI	90.51	N/A	N/A	CU925038.1.1379 Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	29.922228	58.835987	0.53439546	0.4790966	3041014	4032	0.132587354086499	N	Bacteria	 Proteobacteria	0	0
bin.0027	1092	534	0	0	0	10	c__Deltaproteobacteria (UID3216)	34.87	0.02	0	1020079	0	16	16	69235	69235	63754	63754	156609	156609	55.1	1.23	83.19	1120	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__JAAYKM01;g__;s__	N/A	N/A	GCA_012522415.1	78.02	0.23	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	taxonomic classification defined by topology and ANI	43.44	0.8464706663723756	N/A	NA	pbccs	2021-09-02	Nanopore-Illumina	LQ	3.1677866	5.035017	0.05657503	0.04099973	9380	125	1.33262260127932	N	Bacteria	 Proteobacteria	0	0
bin.0028	1825	728	1	1	1	20	k__Bacteria (UID1452)	93.64	0.91	0	1852291	0	5	5	1228926	1228926	370458	370458	1228926	1228926	35.6	2.28	88.82	1804	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	taxonomic novelty determined using RED	85.63	0.9103142800504966	N/A	GQ135662.1.1415 Bacteria;Actinobacteriota;WCHB1-81;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	HQ	6.733433	8.978408	0.12025562	0.07311044	51767	346	0.668379469546236	N	Bacteria	 Firmicutes	0	0
bin.0029	3478	1988	5	4	4	20	p__Firmicutes (UID239)	91.56	6.39	20	3569905	0	52	52	101372	101372	68652	68652	462551	462551	57.1	0.74	87.26	3490	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__DTU080;s__	N/A	N/A	GCA_001513395.1	76.94	0.22	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	87.02	0.8866447959865739	N/A	HQ727564.1.1476 Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;uncultured Firmicutes bacterium	pbccs	2021-09-02	Nanopore-Illumina	MQ	4.6822214	8.571584	0.08362204	0.0697977	217144	4137	1.90518734111926	N	Bacteria	 Firmicutes	0	0
bin.0030	2053	1174	2	2	2	17	k__Bacteria (UID203)	51.1	13.71	67.74	2117081	0	111	111	31561	31561	19072	19072	182928	182928	50.8	3.3	85.37	2082	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	N/A	N/A	GCA_012841305.1	97.32	0.43	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	44.19	0.9889285581440834	N/A	FJ825495.1.1386 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	Contaminated	17.051119	38.74718	0.30452415	0.3155151	1797972	12145	0.675483266702707	N	Bacteria	 Firmicutes	0	0
bin.0031	3173	1346	4	4	6	21	o__Clostridiales (UID1125)	99.39	12.32	96.67	3406538	0	56	56	136350	136350	60831	60831	397407	397407	35	3.81	85.08	3099	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	taxonomic classification fully defined by topology	91.9	0.8083759614058922	N/A	GQ133078.1.1391 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;W5053;uncultured bacterium	pbccs	2021-09-02	Nanopore-Illumina	Contaminated	10.645969	17.5996	0.19013149	0.1433121	1038760	5175	0.498190149793985	N	Bacteria	 Firmicutes	1	0
