bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0010	2851	1540	2	2	2	20	p__Bacteroidetes (UID2605)	95.69	1.43	0	3287260	0	4	4	2106631	2106631	821815	821815	2106631	2106631	44.3	0.22	88.67	2811	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__MWFE01;s__MWFE01 sp002071445	99.94	0.99	GCA_002071445.1	99.94	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__;s__	taxonomic classification defined by topology and ANI	92.22	N/A	N/A	HM748809.1.1486 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Blvii28 wastewater-sludge group;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	282.78488	261.8572	6.453244	5.6181526	3278618	369	0.0112547420895023	N	Bacteria	 Chlorobi	1	0
bin.0011	2274	1267	2	2	0	20	p__Bacteroidetes (UID2605)	95.95	4.37	14.29	2484257	0	21	21	454713	454713	118297	118297	616233	616233	30	1.91	85.97	2188	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__DTU049;s__DTU049 sp001512885	99.91	1.0	GCA_001512885.1	99.91	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__DTU049;s__	taxonomic classification defined by topology and ANI	87.29	N/A	N/A	CZCB01007045.46.1566 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium;anaerobic digester metagenome	r10	2021-10-12	Nanopore-Illumina	MQ	23.209011	14.800086	0.5296373	0.3175362	1792574	5092	0.28406079749009	N	Bacteria	 Bacteroidetes	0	0
bin.0012	1523	903	0	0	1	13	o__Clostridiales (UID1212)	37.05	0	0	1226137	0	25	25	55035	55035	49045	49045	158086	158086	46.4	1.13	81.25	1724	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	N/A	N/A	GCA_002329225.1	97.69	0.59	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1447;s__	taxonomic classification defined by topology and ANI	36.09	0.9977949091812239	N/A	NA	r10	2021-10-12	Nanopore-Illumina	LQ	5.2275615	5.892287	0.11929469	0.12641914	181323	397	0.218946300248727	N	Bacteria	 Firmicutes	0	0
bin.0013	3129	1954	2	2	2	21	k__Bacteria (UID2328)	98.67	0	0	2883909	0	60	60	231686	231686	48065	48065	544031	544031	35.8	2.43	88.59	3083	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__DTU067 sp012841865	98.71	0.89	GCA_012841865.1	98.71	0.89	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DTU067;s__	taxonomic classification defined by topology and ANI	89.52	N/A	N/A	FN667374.1.1462 Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured compost bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	20.350557	15.572426	0.46440643	0.33410674	2261487	11189	0.494762959061892	N	Bacteria	 Bacteroidetes	0	0
bin.0014	3835	2206	4	4	3	19	p__Firmicutes (UID241)	63.67	3.85	18.18	2608210	0	82	82	40260	40260	31807	31807	151310	151310	48.8	1.07	78.42	4313	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__JAAZLW01;s__	N/A	N/A	GCA_012799135.1	83.81	0.57	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__;s__	taxonomic classification defined by topology and ANI	49.79	0.9475129225368213	N/A	HQ156130.1.1351 Bacteria;Firmicutes;Limnochordia;Limnochordales;uncultured;uncultured prokaryote	r10	2021-10-12	Nanopore-Illumina	MQ	6.89915	6.708728	0.15744089	0.14393592	742071	43195	5.82087158775912	N	Bacteria	 Firmicutes	0	0
bin.0015	1890	1130	1	1	1	20	p__Euryarchaeota (UID4)	89.87	1.98	0	1554733	0	1	1	1554733	1554733	1554733	1554733	1554733	1554733	34.1	0	89.37	1891	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp012799835	98.09	0.8	GCA_012799835.1	98.09	0.8	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__	taxonomic classification defined by topology and ANI	81.67	N/A	N/A	CU916116.1.1312 Archaea;Euryarchaeota;Thermococci;Methanofastidiosales;Methanofastidiosaceae;Candidatus Methanofastidiosum;uncultured archaeon	r10	2021-10-12	Nanopore-Illumina	MQ	16.112545	16.441854	0.3676936	0.35276034	1345512	2589	0.192417458930132	Y	Archaea	 Euryarchaeota	0	0
bin.0016	3462	1753	1	1	1	18	p__Firmicutes (UID239)	80.96	2.45	0	2574709	0	48	48	95253	95253	53639	53639	210235	210235	49.3	1.07	82.37	3572	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	N/A	N/A	GCA_002424305.1	79.19	0.5	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	65.08	0.9492675231986801	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	r10	2021-10-12	Nanopore-Illumina	MQ	8.045903	10.134378	0.18361016	0.21743332	1400025	40134	2.86666309530187	N	Bacteria	 Firmicutes	0	0
bin.0017	2627	1398	3	3	3	20	k__Bacteria (UID209)	98.31	3.08	25	3047214	0	8	8	867742	867742	380901	380901	1278693	1278693	51.6	3.1	84.16	2679	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__MWEM01 sp002071085	99.52	0.97	GCA_002071085.1	99.52	0.97	d__Bacteria;p__Thermotogota;c__Thermotogae;o__MWEM01;f__MWEM01;g__MWEM01;s__	taxonomic classification defined by topology and ANI	87.67	N/A	N/A	FPLM01001840.10.1533 Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;SC103;metagenome	r10	2021-10-12	Nanopore-Illumina	HQ	14.430352	19.10964	0.3293054	0.40999776	2882455	2639	0.0915539011016651	N	Bacteria	 Firmicutes	0	0
bin.0018	3082	1801	2	2	2	20	p__Firmicutes (UID239)	80.2	0.75	0	2377901	0	19	19	287665	287665	125152	125152	526529	526529	54	1.34	84.56	3149	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification fully defined by topology	71.97	0.7895582987443288	N/A	FN436052.1.1500 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	11.232	15.720452	0.25631794	0.33728266	2015861	16401	0.813597762940996	N	Bacteria	 Firmicutes	0	0
bin.0019	2188	922	3	3	3	20	c__Clostridia (UID1085)	90.22	0.21	0	2096930	0	7	7	586891	586891	299561	299561	808340	808340	41.2	0.54	85.9	2134	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__DRI-13;f__;g__;s__	taxonomic classification fully defined by topology	83.42	0.6621195133953738	N/A	JQ087171.1.1449 Bacteria;Firmicutes;uncultured;uncultured Clostridiales bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	23.382132	26.791515	0.533588	0.5748126	2014622	2998	0.148812035210575	N	Bacteria	 Firmicutes	0	0
bin.0020	1499	691	2	1	2	18	o__Thermoanaerobacterales (UID1420)	61.24	0.57	0	1251069	0	44	44	41693	41693	28433	28433	91987	91987	51	2.01	79.88	1509	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__JAAYQN01;s__JAAYQN01 sp012519285	98.93	0.81	GCA_012519285.1	98.93	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__;s__	taxonomic classification defined by topology and ANI	70.04	N/A	N/A	KP150726.1.1472 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	7.384842	7.069449	0.16852453	0.15167518	298741	2580	0.863624343494867	N	Bacteria	 Firmicutes	0	0
bin.0021	2249	1157	3	3	3	20	o__Clostridiales (UID1212)	87.42	1.23	0	2333854	0	22	22	236038	236038	106084	106084	675897	675897	52.7	2.78	85.42	2266	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU078;s__DTU078 sp002385415	99.71	0.94	GCA_002385415.1	99.71	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU078;s__	taxonomic classification defined by topology and ANI	86.76	N/A	N/A	EU878312.1.1514 Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	11.621587	14.2106905	0.26520845	0.3048907	1905509	16169	0.848539681523415	N	Bacteria	 Firmicutes	0	0
bin.0022	3444	2278	2	2	0	20	k__Bacteria (UID2495)	45.69	1.12	0	2424568	0	51	51	78751	78751	47540	47540	133081	133081	44.4	1.91	76.57	3772	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__JAAYBQ01;s__	N/A	N/A	GCA_012730035.1	88.39	0.62	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__;s__	taxonomic classification defined by topology and ANI	30.81	0.9749954303317068	N/A	EU887797.1.1511 Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21;uncultured Leptospira sp.	r10	2021-10-12	Nanopore-Illumina	LQ	4.707885	5.3396935	0.10743549	0.11456324	254645	441	0.173182273360953	N	Bacteria	 Proteobacteria	0	0
bin.0023	5175	3368	3	4	4	17	p__Bacteroidetes (UID2605)	48.17	13.36	2.13	3537077	0	199	199	24804	24804	17774	17774	204262	204262	45.6	1.86	73.91	5679	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	N/A	N/A	GCA_002385825.1	80.29	0.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	taxonomic classification defined by topology and ANI	32.78	0.9472188611325028	N/A	DQ141183.1.1515 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Ruminofilibacter;Ruminofilibacter xylanolyticum	r10	2021-10-12	Nanopore-Illumina	Contaminated	4.3795633	4.7840166	0.09994308	0.10264119	446204	15804	3.54187770616131	N	Bacteria	 Firmicutes	1	0
bin.0024	2382	1655	1	0	0	8	k__Bacteria (UID2569)	48.67	0.27	0	1573713	0	76	76	26798	26798	20706	20706	96803	96803	30.7	1.39	77.79	2763	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__Bact-19 sp002412425	98.26	0.87	GCA_002412425.1	98.26	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__	taxonomic classification defined by topology and ANI	33.43	N/A	N/A	FPLM01006542.18.1520 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;uncultured;metagenome	r10	2021-10-12	Nanopore-Illumina	LQ	4.8842716	2.9503467	0.111460686	0.06329975	47346	1571	3.31812613525958	N	Bacteria	 Bacteroidetes	0	0
bin.0025	2441	1049	2	2	2	19	o__Actinomycetales (UID1697)	92.49	0.39	0	2644229	0	5	5	1690356	1690356	528845	528845	1690356	1690356	66.3	3.29	89.97	2434	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Brevilactibacter;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	taxonomic novelty determined using RED	97.34	0.9244254461474959	N/A	AB637325.1.1476 Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propioniciclava;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	HQ	13.147317	18.945715	0.30002612	0.40648076	2432376	1226	0.0504033915809069	N	Bacteria	 Actinobacteria	0	0
bin.0026	947	511	1	2	0	15	k__Bacteria (UID2328)	44.43	0.24	0	664128	0	39	39	24242	24242	17028	17028	78596	78596	30.4	1.9	80.23	999	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUNF01;s__DUNF01 sp012839485	96.26	0.68	GCA_012839485.1	96.26	0.68	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUNF01;s__	taxonomic classification defined by topology and ANI	34.43	N/A	N/A	GQ134373.1.1418 Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	LQ	5.9130654	2.69455	0.1349381	0.05781163	11481	380	3.30981621809947	N	Bacteria	 Tenericutes	0	0
bin.0027	2185	1102	2	2	2	21	o__Clostridiales (UID1120)	89.72	9.69	25	2461241	0	18	18	447962	447962	136735	136735	921323	921323	49.4	3.02	88.25	2137	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__UBA4923 sp012799695	99.06	0.97	GCA_012799695.1	99.06	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__	taxonomic classification defined by topology and ANI	86.52	N/A	N/A	KC846031.1.1493 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Fastidiosipila;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	244.32413	372.67453	5.5755577	7.995741	2420424	14736	0.608818950729294	N	Bacteria	 Firmicutes	2	0
bin.0028	2614	1380	1	1	2	13	o__Clostridiales (UID1120)	72.28	7.98	5.56	1911632	0	51	51	59337	59337	37482	37482	164108	164108	46.2	1.58	76.08	2827	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	N/A	N/A	GCA_002385825.1	93.06	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	taxonomic classification defined by topology and ANI	37.05	0.9794836786018738	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	CZCB01004402.3809.5311 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;uncultured;anaerobic digester metagenome	r10	2021-10-12	Nanopore-Illumina	MQ	5.6751556	7.716295	0.12950894	0.16555327	605932	24397	4.02635939346329	N	Bacteria	 Firmicutes	0	0
bin.0029	777	404	1	1	1	20	k__Bacteria (UID203)	78.5	0	0	756378	0	3	3	711515	711515	252126	252126	711515	711515	34.3	2.37	92.13	733	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__UBA3081 sp012800885	98.72	0.93	GCA_012800885.1	98.72	0.93	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA3081;s__	taxonomic classification defined by topology and ANI	68.35	N/A	N/A	EU542449.1.1528 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	17.50783	16.645508	0.39953443	0.35712975	675453	1855	0.274630507229963	N	Bacteria	 Deferribacteres	0	0
bin.0030	3372	1741	1	1	1	21	c__Deltaproteobacteria (UID3216)	78.97	2.74	0	3195061	0	50	50	130930	130930	63901	63901	469786	469786	57.2	3.3	83.19	3363	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp001896555	99.36	0.85	GCA_001896555.1	99.36	0.85	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	67.34	N/A	N/A	KT167036.1.1386 Bacteria;SAR324 clade(Marine group B);uncultured bacterium	r10	2021-10-12	Nanopore-Illumina	MQ	9.598522	11.7954235	0.21904145	0.25307107	2058673	12535	0.608887375508398	N	Bacteria	 Proteobacteria	0	0
bin.0031	5886	3752	0	0	0	19	k__Bacteria (UID2569)	81.81	17.13	0	4410013	0	129	129	54774	54774	34186	34186	232449	232449	35.8	1.66	76.86	6625	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	44.03	0.830129428737356	Genome has more than 13.3% of markers with multiple hits	NA	r10	2021-10-12	Nanopore-Illumina	Contaminated	6.015613	5.257039	0.13727829	0.11278989	669256	22578	3.37359694944834	N	Bacteria	 Bacteroidetes	0	0
bin.0032	1637	925	0	0	0	8	k__Bacteria (UID2328)	61.44	0.22	100	1280504	0	69	69	24632	24632	18558	18558	54997	54997	38.9	1.81	82.38	1745	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__UBA1427 sp012838545	99.03	0.89	GCA_012838545.1	99.03	0.89	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1427;s__	taxonomic classification defined by topology and ANI	50.53	N/A	N/A	NA	r10	2021-10-12	Nanopore-Illumina	MQ	6.041691	4.404585	0.13787338	0.094500475	94200	1577	1.67409766454352	N	Bacteria	 Firmicutes	1	0
