bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0013	3125	1914	1	1	1	12	c__Clostridia (UID1085)	43.15	3.96	0	2123423	0	94	94	34198	34198	22589	22589	102683	102683	44	3.45	76.78	3499	d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__DTU083;g__DUOA01;s__	N/A	N/A	GCA_012839095.1	97.37	0.62	d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__DTU083;g__;s__	taxonomic classification defined by topology and ANI	31.69	0.9758142986208482	N/A	GQ133690.1.1293 Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	LQ	7.830492	3.18763	0.06118621	0.06333047	140675	2880	2.04727208103785	N	Bacteria	 Firmicutes	3	0
bin.0014	2425	1235	3	3	3	20	p__Firmicutes (UID239)	89.73	0	0	2270457	0	12	12	339040	339040	189204	189204	469531	469531	49	0.5	85.35	2381	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic novelty determined using RED	82.35	0.8776105549484312	N/A	KC333936.1.1493 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	121.26794	67.2521	0.9475683	1.336136	2239308	37837	1.68967377421954	N	Bacteria	 Firmicutes	0	0
bin.0015	1604	704	3	2	3	20	o__Thermoanaerobacterales (UID1420)	79.12	0.88	0	1522181	0	18	18	149847	149847	84565	84565	282288	282288	50.8	1.82	85.62	1548	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__JAAYQN01;s__JAAYQN01 sp012519285	99.51	0.98	GCA_012519285.1	99.51	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__HGM11417;g__;s__	taxonomic classification defined by topology and ANI	88.54	N/A	N/A	KP150726.1.1472 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	20.75124	7.192962	0.16214687	0.14290671	359538	3459	0.962067987250305	N	Bacteria	 Firmicutes	0	0
bin.0016	4529	3213	1	1	1	18	c__Clostridia (UID1085)	41.65	9.55	0	2910930	0	289	289	16174	16174	10072	10072	63186	63186	47.4	1.94	73.15	5242	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__;c__;o__;f__;g__;s__	taxonomic classification fully defined by topology	22.65	0.3515511468893876	N/A	JN713204.1.1516 Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;Clostridiales bacterium canine oral taxon 038	r9	2021-10-18	Nanopore-Illumina	LQ	3.7908149	1.1855397	0.02962082	0.023553798	17264	1061	6.14573679332715	N	Bacteria	 Firmicutes	0	0
bin.0017	1813	864	2	2	2	20	p__Bacteroidetes (UID2605)	92.59	4.52	76.92	2032986	0	6	6	599531	599531	338831	338831	749318	749318	44.5	1.57	92.86	1769	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-11;s__Bact-11 sp002376715	95.36	0.93	GCA_002376715.1	95.36	0.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-11;s__	taxonomic classification defined by topology and ANI	89.82	N/A	N/A	AB175383.1.1446 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	HQ	502.225	218.49289	3.9243057	4.340924	2031793	23258	1.14470322518091	N	Bacteria	 Bacteroidetes	0	0
bin.0018	2494	1470	2	2	2	20	p__Euryarchaeota (UID49)	95.75	0.65	0	2531490	0	1	1	2531490	2531490	2531490	2531490	2531490	2531490	53	0	84.96	2518	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	taxonomic classification defined by topology and ANI	93.85	0.970232920175009	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	AJ576227.1.1402 Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosaetaceae;Methanosaeta;uncultured archaeon	r9	2021-10-18	Nanopore-Illumina	HQ	158.23984	89.79864	1.2364608	1.784081	2530852	134	0.00529465966401828	Y	Archaea	 Euryarchaeota	0	0
bin.0019	4448	2922	2	2	2	20	p__Bacteroidetes (UID2605)	83.61	2.19	0	3327316	0	8	8	1048088	1048088	415914	415914	1415287	1415287	44.4	1.24	85.3	5097	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__MWFE01;s__MWFE01 sp002071445	99.76	0.99	GCA_002071445.1	99.76	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__;s__	taxonomic classification defined by topology and ANI	50.68	N/A	N/A	HM748809.1.1486 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Blvii28 wastewater-sludge group;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	778.0889	260.47583	6.0798626	5.1750226	3311744	558	0.0168491284350481	N	Bacteria	 Bacteroidetes	1	0
bin.0020	4396	3013	2	2	2	20	k__Bacteria (UID2982)	91.67	3.75	0	5055476	0	57	57	378052	378052	88692	88692	637650	637650	60.4	2.02	87.26	4542	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__DUPH01;s__DUPH01 sp012838435	99.5	0.98	GCA_012838435.1	99.5	0.98	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__DUPH01;s__	taxonomic classification defined by topology and ANI	78.84	N/A	N/A	MWEJ01000500.13.1569 Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;Verrucomicrobia bacterium ADurb.Bin070	r9	2021-10-18	Nanopore-Illumina	HQ	17.764997	7.566811	0.13881284	0.15033416	1458839	16163	1.10793583116437	N	Bacteria	 Proteobacteria	0	0
bin.0021	2658	1359	2	3	3	21	k__Bacteria (UID209)	98.31	0	0	2371338	0	67	67	365239	365239	35393	35393	868127	868127	46.2	10.01	87.33	2654	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium sp012518015	99.47	0.96	GCA_012518015.1	99.47	0.96	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__	taxonomic classification defined by topology and ANI	86.72	N/A	N/A	EU878326.1.1524 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	HQ	29.191336	15.708127	0.22809644	0.31208238	1822557	24931	1.36791332177814	N	Bacteria	 Synergistetes	0	0
bin.0022	3674	2168	2	1	3	19	p__Firmicutes (UID239)	73.28	2.45	0	2617732	0	86	86	45521	45521	30438	30438	153072	153072	50.1	3.79	78.17	4347	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__JAAYRS01;s__	N/A	N/A	GCA_012518645.1	77.5	0.18	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__;s__	taxonomic classification defined by topology and ANI	56.2	0.8682968306701017	N/A	KC846029.1.1524 Bacteria;Firmicutes;Limnochordia;MBA03;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	6.10841	2.8851807	0.047730133	0.05732154	53461	366	0.684611211911487	N	Bacteria	 Firmicutes	0	0
bin.0023	2316	1348	2	2	0	20	p__Bacteroidetes (UID2605)	94.76	2.24	33.33	2448896	0	19	19	401500	401500	128889	128889	920716	920716	29.5	1.96	86.21	2243	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__DTU049;s__DTU049 sp001512885	99.9	1.0	GCA_001512885.1	99.9	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__DTU049;s__	taxonomic classification defined by topology and ANI	84.46	N/A	N/A	CZCB01007045.46.1566 Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium;anaerobic digester metagenome	r9	2021-10-18	Nanopore-Illumina	MQ	66.31263	14.908554	0.5181563	0.29619682	1780261	5197	0.291923487623444	N	Bacteria	 Bacteroidetes	0	0
bin.0024	2506	1475	1	1	1	20	k__Bacteria (UID2982)	90.03	3.41	0	2690324	0	19	19	456806	456806	141596	141596	577983	577983	59.2	5.77	89.15	2484	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	98.46	0.89	GCA_002304915.1	98.46	0.89	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__	taxonomic classification defined by topology and ANI	83.74	N/A	N/A	CU920757.1.1398 Bacteria;Verrucomicrobiota;Verrucomicrobiae;LD1-PB3;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	HQ	129.3208	62.520134	1.010492	1.2421234	2634328	15028	0.570468066239284	N	Bacteria	 Kiritimatiellaeota	0	0
bin.0025	905	555	1	1	2	17	o__Clostridiales (UID1212)	24.53	0	0	649954	0	49	49	19622	19622	13264	13264	61195	61195	51.5	6.93	76.16	1021	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1002;s__UMGS1002 sp012837425	98.05	0.81	GCA_012837425.1	98.05	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1002;s__	taxonomic classification defined by topology and ANI	21.88	N/A	N/A	HQ155278.1.1385 Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured prokaryote	r9	2021-10-18	Nanopore-Illumina	LQ	5.420757	1.3504071	0.042356923	0.026829312	3736	86	2.30192719486081	N	Bacteria	 Firmicutes	0	0
bin.0026	2607	1817	0	0	0	19	p__Euryarchaeota (UID54)	79.21	2.61	25	1955141	0	105	105	24069	24069	18620	18620	74413	74413	61.4	2.15	77	2873	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus bourgensis	96.52	0.91	GCF_000304355.2	96.52	0.91	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	48.52	N/A	N/A	NA	r9	2021-10-18	Nanopore-Illumina	MQ	11.013427	3.4387882	0.08605716	0.06832038	96998	6591	6.79498546361781	N	Archaea	 Euryarchaeota	0	0
bin.0027	2630	1726	3	2	1	16	p__Bacteroidetes (UID2605)	57.95	1.9	0	2159359	0	69	69	39713	39713	31295	31295	148358	148358	53.6	2.68	84.28	2909	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp012522855	98.45	0.84	GCA_012522855.1	98.45	0.84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__	taxonomic classification defined by topology and ANI	49.26	N/A	N/A	CU918125.1.1363 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	5.133858	2.4105957	0.040115144	0.047892686	28846	152	0.526936143659433	N	Bacteria	 Bacteroidetes	0	0
bin.0028	3966	2381	4	4	4	20	p__Firmicutes (UID239)	89.15	2.23	0	3724535	0	16	16	340651	340651	232783	232783	770033	770033	57.1	1.77	88.01	3993	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__DTU080;s__	N/A	N/A	GCA_001513395.1	76.91	0.15	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__;s__	taxonomic classification defined by topology and ANI	85.53	0.8902036483044029	N/A	HQ727564.1.1476 Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;uncultured Firmicutes bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	14.544024	7.6687126	0.113644674	0.15235871	1073514	4351	0.405304448754278	N	Bacteria	 Firmicutes	0	0
bin.0029	3708	2638	1	1	1	19	k__Bacteria (UID2982)	73.49	0.84	0	2855423	0	94	94	43120	43120	30376	30376	204241	204241	53.5	1.45	81.82	4051	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__JAAYNR01;s__JAAYNR01 sp012520735	98.74	0.84	GCA_012520735.1	98.74	0.84	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__;s__	taxonomic classification defined by topology and ANI	54.89	N/A	N/A	HQ155220.1.1399 Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;uncultured prokaryote	r9	2021-10-18	Nanopore-Illumina	MQ	5.6253486	2.345347	0.043955572	0.046596352	25246	142	0.562465341044126	N	Bacteria	 Proteobacteria	0	0
bin.0030	3239	2074	1	1	1	16	o__Clostridiales (UID1212)	50.71	0.34	0	2102897	0	46	46	61616	61616	45715	45715	164682	164682	42	1.6	71.93	3761	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DUMC01;g__Ch48;s__Ch48 sp012512865	98.21	0.73	GCA_012512865.1	98.21	0.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DUMC01;g__Ch48;s__	taxonomic classification defined by topology and ANI	36.75	N/A	N/A	JN685493.1.1471 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;uncultured;uncultured bacterium	r9	2021-10-18	Nanopore-Illumina	MQ	5.064338	1.9782108	0.03957193	0.03930225	15060	551	3.65869853917663	N	Bacteria	 Firmicutes	0	0
bin.0031	3140	1472	2	2	2	20	p__Firmicutes (UID239)	87.91	2.45	66.67	2682238	0	14	14	646453	646453	191588	191588	786451	786451	49.4	0.74	84.66	3111	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	N/A	N/A	GCA_002424305.1	79.28	0.53	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	76.85	0.948724107050295	N/A	HQ156080.1.1394 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured prokaryote	r9	2021-10-18	Nanopore-Illumina	MQ	20.250845	9.73055	0.15823686	0.1933224	1356961	32305	2.38068743316868	N	Bacteria	 Firmicutes	0	0
