bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0010	2258	1065	2	2	2	19	p__Firmicutes (UID239)	85.41	1.47	50	2314010	9	31	31	246657	246657	74645	74645	426391	426391	50.4	1.76	85.52	2216	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012512055	99.02	0.79	GCA_012512055.1	99.02	0.79	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	81.64	N/A	N/A	KF444938.1.1495 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured Symbiobacterium sp.	r9-il	2021-10-27	Nanopore-Illumina	MQ	20.012121	11.295308	0.15656352	0.22446932	1275706	20105	1.57599007921888	N	Bacteria	 Firmicutes	0	0
bin.0011	2347	1426	1	1	1	20	p__Euryarchaeota (UID54)	96.08	0.65	0	2353824	3	30	30	227316	227316	78460	78460	485314	485314	58.7	9.28	85.92	2334	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp012797575	99.12	0.97	GCA_012797575.1	99.12	0.97	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	96.6	N/A	N/A	AB494253.1.1436 Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;uncultured archaeon	r9-il	2021-10-27	Nanopore-Illumina	HQ	147.16771	51.998734	1.1513569	1.03336	2264274	36348	1.60528275288238	N	Archaea	 Euryarchaeota	0	0
bin.0012	2422	1174	3	3	3	21	p__Firmicutes (UID239)	94.12	10.29	73.33	2608250	13	30	30	159729	159729	86941	86941	462743	462743	55.4	5.4	86.86	2386	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__UBA10085 sp003456765	99.14	0.81	GCA_003456765.1	99.14	0.81	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__	taxonomic classification defined by topology and ANI	84.4	N/A	Genome has more than 10.0% of markers with multiple hits	JX456451.1.1502 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured Clostridiales bacterium	r9-il	2021-10-27	Nanopore-Illumina	Contaminated	74.24631	40.81935	0.5808611	0.8111944	2510885	28822	1.1478821212441	N	Bacteria	 Firmicutes	0	0
bin.0013	3863	2352	1	1	0	20	k__Bacteria (UID2982)	99.32	4.28	37.5	4664878	0	8	8	3767588	3767588	583109	583109	3767588	3767588	61.1	17.37	88.4	3809	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__MWDV01;s__MWDV01 sp002070715	98.24	0.93	GCA_002070715.1	98.24	0.93	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__;s__	taxonomic classification defined by topology and ANI	89.18	N/A	N/A	MWDV01000435.2570.4121 Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin118;Verrucomicrobia bacterium ADurb.Bin118	r9-il	2021-10-27	Nanopore-Illumina	MQ	97.21278	39.10025	0.7605378	0.7770311	4651625	1270	0.0273022868352457	N	Bacteria	 Verrucomicrobia	0	0
bin.0014	3071	2140	1	1	1	13	k__Bacteria (UID2565)	43.56	11.65	0	2240903	71	193	193	16460	16460	11610	11610	84268	84268	38.6	2.2	77.49	3461	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__JAAYFL01;s__	N/A	N/A	GCA_012728235.1	98.36	0.21	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__JAAYFL01;s__	taxonomic classification defined by topology and ANI	25.51	0.9893549679200961	Genome has more than 10.0% of markers with multiple hits	GQ135365.1.1397 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	Contaminated	4.3310986	1.5641788	0.033884067	0.031084597	20434	136	0.665557404326123	N	Bacteria	 Firmicutes	0	0
bin.0015	2718	1444	1	2	1	17	p__Firmicutes (UID241)	71.29	3.39	0	2325895	53	70	70	48302	48302	33227	33226	107772	107772	55.7	4.51	82.86	2896	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__	taxonomic novelty determined using RED	62.32	0.8787708705223859	N/A	JF417911.1.1228 Bacteria;Firmicutes;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;uncultured;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	6.5812182	2.717872	0.051487733	0.054011703	57526	1628	2.83002468449049	N	Bacteria	 Firmicutes	0	0
bin.0016	1883	1057	2	2	2	20	c__Clostridia (UID1118)	85.75	0.81	0	2318236	1	16	16	2092177	2092176	144889	144889	2092177	2092176	32.1	6.46	88.72	1829	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__JAAZJD01 sp012800525	99.55	0.96	GCA_012800525.1	99.55	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__	taxonomic classification defined by topology and ANI	87.75	N/A	N/A	GQ136544.1.1337 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	129.08643	25.691395	1.0098991	0.51055974	2227375	3139	0.140928222683652	N	Bacteria	 Firmicutes	0	0
bin.0017	2426	1094	2	2	2	20	k__Bacteria (UID209)	96.61	1.69	0	2357666	42	20	20	325447	325442	117883	117881	403219	403218	41.7	4.76	82.68	2375	d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__Caldatribacteriaceae;g__UBA3950;s__UBA3950 sp002385475	98.84	0.93	GCA_002385475.1	98.84	0.93	d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__Caldatribacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	86.26	N/A	N/A	DQ887971.1.1519 Bacteria;Caldatribacteriota;Caldatribacteriia;Caldatribacteriales;Caldatribacteriaceae;Candidatus Caldatribacterium;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	HQ	9.75842	4.408585	0.07634436	0.087610886	146678	1644	1.12082248189913	N	Bacteria	 Firmicutes	0	0
bin.0018	2752	1474	2	2	2	20	p__Bacteroidetes (UID2605)	96.19	1.43	0	3324954	1	9	9	1046491	1046491	369439	369439	1413252	1413251	44.3	1.54	89.19	2704	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__MWFE01;s__MWFE01 sp002071445	99.93	0.99	GCA_002071445.1	99.93	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__;s__	taxonomic classification defined by topology and ANI	95.67	N/A	N/A	HM748809.1.1486 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Blvii28 wastewater-sludge group;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	HQ	778.267	260.82416	6.0887213	5.183304	3316546	282	0.00850282191171176	N	Bacteria	 Bacteroidetes	1	0
bin.0019	1976	976	0	0	0	16	p__Firmicutes (UID239)	56.37	1.14	0	1579069	22	59	59	35760	35760	26763	26763	172460	172460	43.3	2.46	81.43	2165	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__UBA4971 sp012689375	99.05	0.76	GCA_012689375.1	99.05	0.76	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__UBA4971;f__UBA4971;g__UBA4971;s__	taxonomic classification defined by topology and ANI	47.83	N/A	N/A	NA	r9-il	2021-10-27	Nanopore-Illumina	MQ	4.962834	2.3527062	0.038826406	0.046754837	37637	296	0.786460132316603	N	Bacteria	 Firmicutes	0	0
bin.0020	920	656	1	1	1	19	k__Archaea (UID2)	78.97	0.93	0	905435	6	2	2	884049	884043	452717	452714	884049	884043	29.9	1.86	85.01	896	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JAAZKV01;s__JAAZKV01 sp012799645	99.78	1.0	GCA_012799645.1	99.78	1.0	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JAAZKV01;s__	taxonomic classification defined by topology and ANI	70	N/A	N/A	FPLP01009330.1.1415 Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum;metagenome	r9-il	2021-10-27	Nanopore-Illumina	MQ	35.604122	5.977824	0.27854654	0.11879605	155077	129	0.0831844825473797	N	Archaea	 Euryarchaeota	0	0
bin.0021	1163	717	0	0	0	15	k__Bacteria (UID2328)	36.55	0	0	715162	0	49	49	17151	17151	14595	14595	55062	55062	28.9	3.12	76.87	1205	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__DUVT01;s__	N/A	N/A	GCA_012840905.1	78.43	0.22	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__;s__	taxonomic classification defined by topology and ANI	27	0.9444622257739347	N/A	NA	r9-il	2021-10-27	Nanopore-Illumina	LQ	4.670846	0.7256899	0.036542058	0.014421483	2640	2	0.0757575757575758	N	Bacteria	 Firmicutes	0	0
bin.0022	1641	724	1	1	1	18	k__Bacteria (UID209)	61.09	0	0	1431572	8	40	40	43768	43762	35789	35789	144099	144099	51.3	2.13	85.58	1684	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__Syner-03 sp002306075	98.82	0.69	GCA_002306075.1	98.82	0.69	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Syner-03;s__	taxonomic classification defined by topology and ANI	51.96	N/A	N/A	AF280863.1.1513 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;uncultured;uncultured bacterium mle1-42	r9-il	2021-10-27	Nanopore-Illumina	MQ	4.9921527	2.8734305	0.03905578	0.057103086	17760	110	0.619369369369369	N	Bacteria	 Synergistetes	2	0
bin.0023	1821	882	2	2	2	20	k__Bacteria (UID203)	98.28	2.04	92.31	2374863	12	8	8	1253114	1253114	296857	296856	1253114	1253114	50.9	1.28	88.63	1786	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__UBA3900 sp002391675	97.86	0.95	GCA_002391675.1	97.86	0.95	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__	taxonomic classification defined by topology and ANI	87.19	N/A	N/A	CZCA01007650.14.1547 Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;W27;anaerobic digester metagenome	r9-il	2021-10-27	Nanopore-Illumina	HQ	13.412364	6.530708	0.10493075	0.12978339	464880	5721	1.23064016520392	N	Bacteria	 Candidatus Cloacimonetes	0	0
bin.0024	2094	1260	2	2	1	19	p__Bacteroidetes (UID2605)	68.4	1.43	0	1881278	60	86	86	35958	35958	21875	21874	94205	94183	46.8	2.08	88.36	2371	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp012800665	96.45	0.71	GCA_012800665.1	96.45	0.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__	taxonomic classification defined by topology and ANI	65.5	N/A	N/A	FJ825451.1.1394 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	5.9452863	2.220836	0.04651256	0.044134207	25320	428	1.69036334913112	N	Bacteria	 Bacteroidetes	0	0
bin.0025	228	89	0	0	0	1	c__Clostridia (UID1118)	5.18	0	0	148488	0	12	12	17166	17166	12374	12374	26247	26247	41.6	2.35	79.44	250	d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Mahellia_A;o__Caldicoprobacterales;f__;g__;s__	taxonomic novelty determined using RED	15.11	0.692048424285866	N/A	NA	r9-il	2021-10-27	Nanopore-Illumina	LQ	6.057469	1.6332965	0.04739021	0.03245816	3865	82	2.12160413971539	N	Bacteria	 Firmicutes	0	0
bin.0026	3120	2287	0	0	0	16	o__Clostridiales (UID1212)	44.8	5.86	0	2433833	63	210	210	16403	16403	11589	11589	71929	71929	54.2	2.19	81.66	3408	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1002;s__	N/A	N/A	GCA_012837425.1	98.02	0.26	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1002;s__	taxonomic classification defined by topology and ANI	35.6	0.995213799610665	N/A	NA	r9-il	2021-10-27	Nanopore-Illumina	LQ	5.2046967	2.2175834	0.040718604	0.04406957	66007	1707	2.58608935415941	N	Bacteria	 Firmicutes	0	0
bin.0027	3570	1987	4	4	4	20	o__Clostridiales (UID1120)	81.12	3.15	0	3781652	145	41	41	156725	156725	92235	92231	303388	303381	44	1.62	86.77	3556	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__JAAYHZ01;f__JAAYHZ01;g__JAAYHZ01;s__JAAYHZ01 sp012744235	99.55	0.92	GCA_012744235.1	99.55	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	80.29	N/A	N/A	JF417906.1.1502 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;uncultured;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	10.953425	5.3035617	0.08569341	0.105396576	404965	2269	0.560295334164681	N	Bacteria	 Firmicutes	0	0
bin.0028	1492	649	2	2	2	21	o__Clostridiales (UID1120)	84.96	1.18	0	1577743	50	16	16	126873	126873	98608	98605	351773	351773	47.4	2.43	88.48	1465	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA1046;s__UBA1046 sp012511325	99.65	0.9	GCA_012511325.1	99.65	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA1046;s__	taxonomic classification defined by topology and ANI	78.44	N/A	N/A	AB818620.1.1410 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Fastidiosipila;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	6.9988346	3.2845793	0.054754924	0.06527376	26538	146	0.5501544954405	N	Bacteria	 Firmicutes	0	0
bin.0029	3252	1679	3	3	4	20	p__Firmicutes (UID240)	89.92	1.49	25	3187840	54	59	59	214837	214826	54031	54030	697642	697638	40.4	1.43	86.35	3242	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	N/A	N/A	GCA_012841995.1	77.08	0.06	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	73.56	0.8064390340641706	N/A	KC555222.1.1512 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;uncultured Treponema sp.	r9-il	2021-10-27	Nanopore-Illumina	MQ	10.22598	5.0675106	0.080002286	0.10070558	353537	5486	1.55174705900655	N	Bacteria	 Firmicutes	0	0
bin.0030	1860	784	2	2	2	20	p__Firmicutes (UID239)	88.24	0	0	1955705	0	12	12	1007379	1007379	162975	162975	1007379	1007379	45.2	1.15	87.16	1835	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3907;s__UBA3907 sp002391545	99.3	0.92	GCA_002391545.1	99.3	0.92	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification defined by topology and ANI	90.77	N/A	N/A	EU878332.1.1524 Bacteria;Firmicutes;D8A-2;uncultured bacterium	r9-il	2021-10-27	Nanopore-Illumina	MQ	15.532183	8.345127	0.12151501	0.16584097	701020	4722	0.673589911842743	N	Bacteria	 Firmicutes	0	0
bin.0031	1951	977	1	2	1	17	c__Clostridia (UID1085)	35.39	1.28	0	1481247	28	71	71	27224	27224	20862	20862	154692	154692	42.3	2.04	81.5	2058	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__Dehalobacteriales;f__Dehalobacteriaceae;g__DUPU01;s__DUPU01 sp012838175	98.52	0.71	GCA_012838175.1	98.52	0.71	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__Dehalobacteriales;f__Dehalobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	27.1	N/A	N/A	X86690.1.1319 Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Dehalobacterium;Dehalobacterium formicoaceticum	r9-il	2021-10-27	Nanopore-Illumina	LQ	5.2911286	1.5816903	0.0413948	0.031432603	12671	393	3.10157051535001	N	Bacteria	 Firmicutes	0	0
