bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cov_long	cov_ilm	Rabund_long	Rabund_ilm	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count
bin.0010	1898	1146	1	1	1	20	p__Euryarchaeota (UID4)	88.95	1.98	0	1563335	0	5	5	797832	797832	312667	312667	797832	797832	34	1.07	88.88	1903	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__Methanofastidiosum sp012799835	98.03	0.79	GCA_012799835.1	98.03	0.79	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Methanofastidiosales;f__Methanofastidiosaceae;g__Methanofastidiosum;s__	taxonomic classification defined by topology and ANI	84.93	N/A	N/A	CU916116.1.1312 Archaea;Euryarchaeota;Thermococci;Methanofastidiosales;Methanofastidiosaceae;Candidatus Methanofastidiosum;uncultured archaeon	r104	2021-11-03	Nanopore-Illumina	MQ	11.128618	16.334055	0.2914745	0.34229404	1344276	2673	0.19884309472162	N	Archaea	 Euryarchaeota	0	0
bin.0011	3424	1766	1	1	1	21	k__Bacteria (UID3187)	92.44	4.2	20	3334974	0	45	45	156499	156499	74110	74110	280293	280293	44.3	2.02	85.55	3484	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus sp002067585	98.72	0.86	GCA_002067585.1	98.72	0.86	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__	taxonomic classification defined by topology and ANI	87.89	N/A	N/A	FPLM01000245.1.1511 Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;metagenome	r104	2021-11-03	Nanopore-Illumina	HQ	9.018688	18.764767	0.23621239	0.39323166	3014324	23681	0.785615613981775	N	Bacteria	 Proteobacteria	0	0
bin.0012	924	446	0	0	0	14	k__Bacteria (UID1452)	37.45	0	0	666248	0	32	32	32099	32099	20820	20820	51791	51791	36.3	6.46	80.29	977	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	taxonomic novelty determined using RED	30.1	0.9222199569968383	N/A	NA	r104	2021-11-03	Nanopore-Illumina	LQ	3.5520856	3.0653143	0.09303422	0.06423627	12706	149	1.17267432708956	N	Bacteria	 Firmicutes	0	0
bin.0013	2765	1401	3	3	3	21	p__Firmicutes (UID239)	93.63	3.43	0	2928515	0	17	17	412232	412232	172265	172265	863191	863191	54	1.43	84.51	2654	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__UBA10085 sp012842765	99.34	0.98	GCA_012842765.1	99.34	0.98	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTUO25;f__DTU025;g__UBA10085;s__	taxonomic classification defined by topology and ANI	83.64	N/A	N/A	EU878336.1.1532 Bacteria;Firmicutes;Incertae Sedis;DTU014;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	20.131649	40.900898	0.5272768	0.8571131	2807766	28809	1.02604704238174	N	Bacteria	 Firmicutes	3	0
bin.0014	2474	1506	1	1	1	20	p__Euryarchaeota (UID54)	96.41	1.31	0	2418611	0	23	23	195794	195794	105157	105157	496377	496377	58.8	3.17	85.53	2484	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp012797575	99.13	0.97	GCA_012797575.1	99.13	0.97	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__	taxonomic classification defined by topology and ANI	94.98	N/A	N/A	AB494253.1.1436 Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;uncultured archaeon	r104	2021-11-03	Nanopore-Illumina	HQ	76.40493	51.32417	2.001155	1.0755417	2338950	40795	1.74415870369183	N	Archaea	 Euryarchaeota	0	0
bin.0015	2524	1279	1	2	1	18	k__Bacteria (UID209)	79.35	5.08	50	2352111	0	91	91	62855	62855	25847	25847	518012	518012	60.1	4.22	86.7	2526	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__58-81 sp002070395	97.45	0.77	GCA_002070395.1	97.45	0.77	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__	taxonomic classification defined by topology and ANI	64.66	N/A	Genome has more than 10.0% of markers with multiple hits	FPLM01000554.1.1353 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga;metagenome	r104	2021-11-03	Nanopore-Illumina	MQ	12.226297	20.356575	0.3202243	0.42658934	1771957	48048	2.71157821549846	N	Bacteria	 Synergistetes	0	0
bin.0016	2113	1158	0	0	1	17	o__Clostridiales (UID1120)	60.32	0.7	0	1698710	0	100	100	24991	24991	16987	16987	99035	99035	40.5	1.93	79.3	2298	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-8532;g__DTU069;s__DTU069 sp012730095	97.83	0.72	GCA_012730095.1	97.83	0.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-8532;g__DTU069;s__	taxonomic classification defined by topology and ANI	36.35	N/A	N/A	NA	r104	2021-11-03	Nanopore-Illumina	MQ	4.266942	4.954882	0.111757345	0.10383377	173410	8083	4.6612075428176	N	Bacteria	 Firmicutes	0	0
bin.0017	2173	1084	1	1	1	19	k__Bacteria (UID2569)	98.92	0.81	0	2369306	0	3	3	2342689	2342689	789768	789768	2342689	2342689	33.2	1.7	85.44	2138	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__MVYY01;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__	taxonomic novelty determined using RED	93.33	0.9366241332127134	N/A	CU924061.1.1354 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	33.173134	44.958828	0.868852	0.94215053	2358753	354	0.0150079300376089	N	Bacteria	 Bacteroidetes	0	0
bin.0018	1973	753	3	3	0	20	k__Bacteria (UID209)	98.28	0	0	2072996	0	9	9	492629	492629	230332	230332	572639	572639	31.3	0.95	87.84	1899	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Defluviitoga;s__Defluviitoga tunisiensis	98.82	0.9	GCF_000953715.1	98.82	0.9	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__;s__	taxonomic classification defined by topology and ANI	94.64	N/A	N/A	LN824141.1873567.1875066 Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;Defluviitoga tunisiensis	r104	2021-11-03	Nanopore-Illumina	MQ	27.322876	25.943182	0.7156254	0.5436615	1947345	27297	1.40175469677946	N	Bacteria	 Thermotogae	0	0
bin.0019	6909	4103	1	1	2	18	c__Clostridia (UID1118)	84	51.85	2.56	5487533	0	323	323	26818	26818	16989	16989	205505	205505	35.6	2.12	83.62	7321	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	N/A	N/A	GCA_012522255.1	76.75	0.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lutisporales;f__Lutisporaceae;g__;s__	taxonomic classification defined by topology and ANI	38.16	0.8228313865797399	Genome has more than 38.3% of markers with multiple hits	FJ535543.1.1610 Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;Lutispora;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	Contaminated	6.3248153	8.544959	0.16565599	0.17906688	2040893	70526	3.45564417144848	N	Bacteria	 Firmicutes	4	0
bin.0020	4243	2585	1	1	1	16	k__Bacteria (UID3187)	56.74	0.1	0	3974457	0	224	224	26937	26937	17743	17743	85656	85656	66.1	4.04	86.34	4532	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	taxonomic classification fully defined by topology	42.07	0.8481102715375574	N/A	KF550883.1.1426 Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	4.3823175	3.6245189	0.114779204	0.07595488	144995	5846	4.03186316769544	N	Bacteria	 Acidobacteria	0	0
bin.0021	2192	1094	2	4	3	19	c__Clostridia (UID1118)	55.53	4.31	53.85	1438552	0	107	107	16415	16415	13444	13444	57317	57317	49.7	2.47	80.48	2304	d__Bacteria;p__Firmicutes_A;c__Ch29;o__Ch29;f__Ch29;g__JAAYEV01;s__	N/A	N/A	GCA_012728565.1	93.87	0.71	d__Bacteria;p__Firmicutes_A;c__Ch29;o__Ch29;f__Ch29;g__JAAYEV01;s__	taxonomic classification defined by topology and ANI	38.83	0.9878809589486995	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	KF564568.1.1484 Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;Lutispora;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	4.786904	8.165236	0.1253759	0.17110948	508392	26330	5.17907441501833	N	Bacteria	 Firmicutes	0	0
bin.0022	3719	2213	1	1	0	20	k__Bacteria (UID2982)	99.32	4.05	25	4518399	0	6	6	2259461	2259461	753066	753066	2259461	2259461	61.3	0.18	88.29	3697	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__MWDV01;s__MWDV01 sp002070715	98.19	0.93	GCA_002070715.1	98.19	0.93	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__;s__	taxonomic classification defined by topology and ANI	89.72	N/A	N/A	MWDV01000435.2570.4121 Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin118;Verrucomicrobia bacterium ADurb.Bin118	r104	2021-11-03	Nanopore-Illumina	MQ	37.719013	39.029198	0.98791516	0.81789005	4505930	1263	0.0280297297117354	N	Bacteria	 Verrucomicrobia	0	0
bin.0023	888	632	1	1	1	20	k__Archaea (UID2)	78.04	1.15	0	877931	0	11	11	119417	119417	79811	79811	267566	267566	30.3	0.69	84.91	876	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JAAZKV01;s__JAAZKV01 sp012799645	99.81	0.96	GCA_012799645.1	99.81	0.96	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JAAZKV01;s__	taxonomic classification defined by topology and ANI	69.54	N/A	N/A	FPLP01009330.1.1415 Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum;metagenome	r104	2021-11-03	Nanopore-Illumina	MQ	15.558299	6.1232514	0.4074942	0.12831794	160720	849	0.528247884519662	N	Archaea	 Euryarchaeota	0	0
bin.0024	4267	2487	1	1	1	19	k__Bacteria (UID203)	74.84	21.66	4.35	3298208	0	211	211	22666	22666	15631	15631	118773	118773	48.1	2.63	79.57	4723	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	N/A	N/A	GCA_002385825.1	93.4	0.36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	taxonomic classification defined by topology and ANI	40.12	0.9722007583599299	Genome has more than 20.8% of markers with multiple hits	CZCB01004402.3809.5311 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;uncultured;anaerobic digester metagenome	r104	2021-11-03	Nanopore-Illumina	Contaminated	4.2796817	7.994689	0.11209101	0.16753551	1010573	34702	3.43389344461014	N	Bacteria	 Firmicutes	0	0
bin.0025	2689	1645	1	1	1	19	k__Bacteria (UID2565)	59.56	3.27	0	2019935	0	143	143	19592	19592	14125	14125	61312	61312	53.4	2.11	82.52	2975	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__T3Sed10-213;s__T3Sed10-213 sp012519365	98.07	0.65	GCA_012519365.1	98.07	0.65	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__T3Sed10-213;s__	taxonomic classification defined by topology and ANI	38.48	N/A	N/A	GQ138312.1.1394 Bacteria;Planctomycetota;Phycisphaerae;MSBL9;KCLunmb-38-53;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	4.2368298	5.4016166	0.11096866	0.11319547	167104	1064	0.636729222520107	N	Bacteria	 Planctomycetes	0	0
bin.0026	2313	1288	1	1	1	20	k__Bacteria (UID2982)	91.39	2.73	50	2657685	0	25	25	244124	244124	106307	106307	631505	631505	59.6	1.71	89.91	2278	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	98.48	0.9	GCA_002304915.1	98.48	0.9	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__Lenti-01;g__Lenti-01;s__	taxonomic classification defined by topology and ANI	87.93	N/A	N/A	CU920757.1.1398 Bacteria;Verrucomicrobiota;Verrucomicrobiae;LD1-PB3;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	49.21618	58.801487	1.2890426	1.2322352	2601188	14513	0.557937373231001	N	Bacteria	 Proteobacteria	0	0
bin.0027	1679	1094	0	0	0	8	k__Bacteria (UID2495)	35.14	1.12	0	1173080	0	55	55	27402	27402	21328	21328	54215	54215	44.7	2.19	79.88	1769	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__JAAYBQ01;s__	N/A	N/A	GCA_012730035.1	87.99	0.72	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__;s__	taxonomic classification defined by topology and ANI	30.45	0.9675783794428524	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	NA	r104	2021-11-03	Nanopore-Illumina	LQ	3.3166728	5.59662	0.08686843	0.117281936	143239	721	0.503354533332403	N	Bacteria	 Proteobacteria	0	0
bin.0028	2151	1247	2	1	1	19	k__Bacteria (UID2569)	90.86	1.09	66.67	2014011	0	72	72	44376	44376	27972	27972	138053	138053	33.3	1.34	88.4	2147	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__UBA5266 sp012519525	99.4	0.87	GCA_012519525.1	99.4	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__	taxonomic classification defined by topology and ANI	80.88	N/A	N/A	CU917673.1.1356 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;GZKB124;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	HQ	7.716803	7.141369	0.20211416	0.14965346	499431	2057	0.411868706588097	N	Bacteria	 Bacteroidetes	0	0
bin.0029	3239	1582	2	2	2	20	c__Deltaproteobacteria (UID3216)	87.58	4.19	12.5	3287909	0	64	64	136313	136313	51373	51373	359402	359402	57.4	5.93	85.2	3198	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp001896555	99.34	0.88	GCA_001896555.1	99.34	0.88	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	81.32	N/A	N/A	KT167036.1.1386 Bacteria;SAR324 clade(Marine group B);uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	8.527479	11.809961	0.22334693	0.24748778	2162122	12399	0.573464402101269	N	Bacteria	 Proteobacteria	0	0
bin.0030	2445	1130	2	1	1	13	o__Clostridiales (UID1120)	91.32	0	0	2077059	0	51	51	95978	95978	40726	40726	171532	171532	35.2	1.32	86.78	2448	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	N/A	N/A	GCA_003483345.1	97.05	0.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	80.72	0.9982071422109614	N/A	FJ825486.1.1364 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Sedimentibacteraceae;Sedimentibacter;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	8.06165	13.236424	0.2111462	0.27738056	1477121	35329	2.39174718929593	N	Bacteria	 Firmicutes	0	0
bin.0031	2370	1477	2	2	2	18	p__Firmicutes (UID241)	50.04	0.85	50	1643036	0	133	133	16023	16023	12353	12353	63934	63934	43.5	1.04	82.82	2513	d__Bacteria;p__Firmicutes_G;c__UBA5435;o__UBA5435;f__;g__;s__	N/A	N/A	GCA_002426645.1	76.92	0.02	d__Bacteria;p__Firmicutes_G;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	45.42	0.5737035195047435	N/A	KP150725.1.1499 Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;uncultured;uncultured bacterium	r104	2021-11-03	Nanopore-Illumina	MQ	5.6587167	5.956786	0.14820993	0.124829516	357028	22621	6.33591763111016	N	Bacteria	 Firmicutes	0	0
