Genome	X2_cov.Mean	X3_cov.Mean	X4_cov.Mean	X5_cov.Mean	X1_cov.Mean
bin.0031	2.7588944	2.1626508	13.378708	4.823518	5.516893
bin.0032	6.59438	4.708659	17.702284	6.3207607	5.6738806
bin.0033	3.6642804	3.3643556	9.669013	3.7408972	4.3607154
bin.0034	11.582391	9.854275	32.289368	11.186835	9.856236
bin.0035	6.763024	7.5340195	12.925975	4.9699	3.717848
bin.0036	26.171503	31.750154	46.524284	18.02283	10.236994
bin.0037	5.01339	3.996691	14.95116	5.3284144	5.177846
bin.0038	6.141009	9.098463	18.095957	6.4838443	4.5813055
bin.0039	9.375205	9.211905	16.216135	5.9226236	4.8035455
bin.0040	58.757256	71.8689	122.754944	47.727566	49.19196
bin.0041	12.274124	15.086761	26.454855	9.373784	5.4146132
bin.0042	37.694866	60.068867	71.24701	26.85729	15.664078
bin.0043	30.726671	30.73751	60.643368	24.032423	20.564693
bin.0044	8.455905	7.896484	16.575586	6.175897	5.459822
bin.0045	4.5965004	1.8399634	14.5465355	4.919023	6.100272
bin.0046	9.611359	15.209561	25.869543	9.7676525	7.144553
bin.0047	6.0795307	5.4264474	12.452493	4.760677	4.1810746
bin.0048	7.2763395	7.07965	16.160423	5.896911	5.2983646
bin.0049	91.7103	119.32359	198.44856	75.342606	52.219078
bin.0050	89.756134	147.14798	158.35509	60.401386	42.64757
bin.0051	18.63678	14.245008	41.151287	15.317586	13.793168
bin.0052	146.0283	166.01297	292.7026	110.59466	83.452126
bin.0053	6.016165	6.7315164	15.792587	5.962344	5.5809193
bin.0054	5.6778	5.4021544	14.948506	5.3154707	4.733495
bin.0055	16.338367	27.93889	43.228825	15.962184	11.127504
bin.0056	176.8368	326.10675	414.3784	153.42249	143.89874
bin.0057	51.746807	78.82654	96.40744	36.22424	21.857061
bin.0058	7.502088	2.254574	20.511955	7.2496524	7.431717
bin.0059	7.966515	10.787613	21.367285	7.961475	6.0557375
bin.0060	3.1050646	6.9101815	7.7482123	2.8128536	3.5570436
bin.0061	3.932754	0.29568946	11.211126	4.0965414	6.9070063
bin.0062	8.109732	7.3938236	13.897794	5.274997	4.047974
bin.0063	65.61752	90.09306	109.17812	41.707943	24.726873
bin.0064	25.926052	35.7614	92.910065	32.111206	27.30546
bin.0065	7.3452663	5.783353	13.028823	4.9663	4.490165
bin.0066	36.077488	20.798475	174.8532	59.459225	62.203377
bin.0067	16.054651	14.643406	30.152359	11.266704	8.400585
bin.0068	4.379485	5.4654655	9.964054	3.2321007	3.7443552
bin.0069	2.8993945	3.3380842	11.02153	3.940971	4.380051
bin.0070	44.964653	85.27891	119.86016	45.00927	33.178528
bin.0071	7.8331485	7.53783	16.445208	6.1780343	5.3686547
bin.0072	7.326483	8.499034	14.878672	5.6073303	5.2830687
bin.0073	8.025042	8.23626	18.226059	6.8704114	5.7881203
bin.0074	8.092863	10.476625	18.74308	6.935187	5.723234
bin.0075	6.86632	9.877896	12.461241	4.6262946	3.5849807
bin.0076	19.95835	27.767345	36.47893	13.750815	9.12788
bin.0077	18.09499	28.217253	31.758896	12.592652	12.686896
bin.0078	15.182652	10.586756	62.156944	21.16967	19.549742
bin.0079	7.1079535	5.9273896	23.902132	8.423084	7.559601
bin.0080	5.6626997	9.410767	11.578948	4.502462	3.3233008
bin.0081	14.5718975	12.237469	30.207361	11.569404	10.475677
bin.0082	68.9312	85.993034	124.80488	46.938683	30.224342
bin.0083	44.929276	39.449898	75.720856	28.626225	21.00187
bin.0084	15.506165	14.23556	31.413113	11.997697	11.52566
bin.0085	5.381387	1.3720591	24.497036	8.2436905	7.433522
bin.0086	7.099677	4.2823343	19.632868	7.207625	6.980188
bin.0087	8.305605	8.304733	16.047981	5.7144995	4.7523575
bin.0088	11.812405	9.189247	24.992811	9.447846	8.519963
bin.0089	22.94595	6.760681	121.689316	41.4996	51.273846
bin.0090	16.90009	14.511214	28.513536	10.91044	8.843031
bin.0091	192.93457	166.47691	477.8063	176.70158	151.37488
bin.0092	54.024075	85.39408	99.069405	37.48935	21.463636
bin.0093	6.261728	3.498979	35.007233	11.733016	14.945763
bin.0094	20.445713	20.9181	37.374683	14.15224	12.265754
bin.0095	8.370565	9.319453	19.708784	7.0586333	6.0238914
bin.0096	23.459608	32.767883	76.71014	27.484104	23.772139
bin.0097	296.94287	143.54147	1310.3579	446.1272	434.2632
bin.0098	6.2477646	3.9426825	23.804207	8.076668	8.908028
bin.0099	4.958859	3.726615	21.078913	7.546292	7.8139815
bin.0100	41.475334	49.39709	73.84791	28.542849	20.574047
bin.0101	26.786411	35.12798	62.8267	23.419643	17.551144
bin.0102	219.93343	252.90915	506.87173	187.24188	136.25285
bin.0103	10.481419	7.8253326	28.584888	10.263739	11.813959
bin.0104	127.83807	78.41265	546.9392	192.63782	183.42906
bin.0105	8.719821	10.702369	15.543625	6.174782	4.3691473
bin.0106	4.255585	3.4095635	8.140094	3.088141	3.793475
bin.0107	2.4227674	1.1663077	6.444149	2.251345	3.4080756
bin.0108	3.535746	2.012233	17.177032	5.4761386	5.1593122
bin.0109	5.193455	5.1905193	11.686293	4.292433	4.224473
bin.0110	18.76549	27.702454	35.56371	13.538338	9.006607
bin.0111	6.636329	7.0122275	12.631697	4.8173013	4.242026
bin.0112	15.51554	15.9843235	28.874168	10.809293	8.3671255
bin.0113	24.786139	20.773226	57.853966	21.019047	22.226208
bin.0114	11.813636	10.208116	21.409927	8.159706	7.1699677
bin.0115	11.74691	12.134288	29.42023	10.847369	6.9879413
bin.0116	67.44092	65.82146	142.59216	53.95582	44.140476
bin.0117	27.289593	18.135036	89.2066	31.7025	28.874578
bin.0118	14.5549965	17.076187	27.398079	10.252378	7.3210034
