Genome	X2_cov.Relative.Abundance....	X4_cov.Relative.Abundance....	X1_cov.Relative.Abundance....	X3_cov.Relative.Abundance....	X104_cov.Relative.Abundance....
bin.0090	0.055013474	0.05001061	0.04685596	0.04590646	0.053236797
bin.0091	0.05891355	0.056825805	0.05282858	0.051933505	0.047627073
bin.0092	0.13265555	0.088813856	0.14918989	0.15484466	0.1525917
bin.0093	0.06431254	0.0467508	0.053886022	0.05524018	0.059191346
bin.0094	0.081042245	0.053145412	0.06880726	0.07100382	0.07104306
bin.0095	0.040605653	0.07136439	0.04799958	0.046460554	0.03668396
bin.0096	0.13159499	0.1397995	0.113399975	0.12081679	0.10446078
bin.0097	0.7683438	1.1362085	0.5694943	0.591385	0.42841506
bin.0098	0.09780934	0.069105804	0.07188019	0.06841125	0.07107597
bin.0099	0.026868017	0.023844738	0.039755605	0.031903263	0.026765868
bin.0100	0.019592285	0.023709852	0.030891288	0.022909615	0.025271364
bin.0101	0.024517545	0.013440019	0.036723703	0.03044512	0.03325326
bin.0102	1.1323622	1.550494	0.76816535	0.80697554	0.570124
bin.0103	0.046138685	0.03432831	0.0438634	0.0398667	0.04251266
bin.0104	0.1429916	0.047071625	0.16240938	0.15898666	0.17662165
bin.0105	0.32662293	0.52013385	0.34066454	0.3464825	0.30000594
bin.0106	0.038518123	0.030310296	0.037696388	0.035237342	0.026465848
bin.0107	0.0871551	0.042167816	0.119872965	0.11313355	0.13463646
bin.0108	0.72863567	0.18861993	1.0652493	0.9876893	1.1047775
bin.0109	0.028307837	0.020684747	0.033694047	0.026872786	0.02563492
bin.0110	0.2015035	0.15300648	0.20749682	0.21047513	0.19718584
bin.0111	0.108235	0.14834277	0.06560522	0.07211118	0.052840415
bin.0112	0.4740089	0.5347339	0.32967085	0.35399815	0.24128152
bin.0113	0.019821098	0.0046119085	0.03586751	0.026403407	0.025697522
bin.0114	0.15125981	0.27887285	0.17345066	0.16641432	0.14002146
bin.0115	0.042529345	0.020435667	0.0443294	0.041404508	0.061594237
bin.0116	0.30056036	0.30774108	0.22255377	0.23239689	0.21262954
bin.0117	0.51382077	0.6591299	0.7214208	0.68887454	0.69909483
bin.0118	0.2794715	0.18377471	0.4515115	0.41956806	0.4452864
bin.0119	0.095473155	0.07639572	0.16836491	0.1619624	0.18368192
bin.0120	0.06908074	0.00521374	0.08606383	0.08596591	0.1358144
bin.0121	0.04571866	0.06593686	0.0462695	0.045514118	0.02958704
bin.0122	0.05753278	0.039577637	0.04736167	0.04843999	0.04353957
bin.0123	0.031004773	0.020337962	0.041501157	0.029063508	0.028656328
bin.0124	1.7845503	2.7034874	1.2378907	1.2997184	1.1451664
bin.0125	0.0624214	0.055763796	0.055809207	0.053023685	0.052094225
bin.0126	0.12571397	0.12811592	0.09494714	0.09907661	0.07945991
bin.0127	0.028280865	0.034531448	0.03468582	0.026895098	0.021347906
bin.0128	0.15552303	0.16083033	0.11598731	0.120524816	0.11289543
bin.0129	0.14658041	0.08772717	0.13822034	0.14359964	0.19677658
bin.0130	0.18487537	0.19616534	0.1516381	0.15843771	0.1345269
bin.0131	0.037898194	0.028330013	0.038167942	0.03395542	0.031930897
bin.0132	0.04669905	0.043002397	0.039810248	0.0346467	0.035496805
bin.0133	3.5520022	5.9704466	3.3128707	3.3731794	3.8199565
bin.0134	0.3540738	0.28322837	0.31788865	0.32741416	0.35709903
bin.0135	0.0265202	0.028184822	0.029289966	0.02001332	0.019260304
bin.0136	0.102909744	0.099390164	0.11147769	0.10955791	0.10165001
bin.0137	0.12410471	0.13455242	0.0975545	0.09715035	0.078390315
bin.0138	0.27926958	0.12181087	0.34083107	0.34096527	0.418098
bin.0139	0.123989455	0.15112317	0.08368054	0.088757135	0.058437187
bin.0140	4.3395905	4.6151423	3.9275715	3.991963	3.538701
bin.0141	0.15138088	0.15766588	0.13676956	0.13849764	0.13295524
bin.0142	0.1061457	0.11128368	0.17334595	0.16741394	0.15651672
bin.0143	0.39410293	0.5206163	0.28443828	0.29361668	0.23428084
bin.0144	0.03169005	0.035214577	0.03722083	0.030486727	0.032578103
bin.0145	0.0367941	0.021848075	0.039476823	0.030175867	0.03240574
bin.0146	0.16037375	0.06466328	0.22365575	0.20834218	0.25684583
bin.0147	0.10420205	0.080298945	0.08582543	0.081959814	0.07276174
bin.0148	2.957681	3.1811924	2.321243	2.4209135	2.2436385
bin.0149	0.104317516	0.113671966	0.08088516	0.080967255	0.06844067
bin.0150	0.24631985	0.3903412	0.21981727	0.22357455	0.19143341
bin.0151	0.053507727	0.05406361	0.03838581	0.033950057	0.025629519
bin.0152	0.31367484	0.28555804	0.23715986	0.24386877	0.1950109
bin.0153	0.061184343	0.06372033	0.04417109	0.04119575	0.028271437
bin.0154	0.22731031	0.20748203	0.16480146	0.17658089	0.16651353
bin.0155	0.05951001	0.05434108	0.06877815	0.067900315	0.05211602
bin.0156	1.9151952	2.2793949	1.622644	1.6978797	1.4300028
bin.0157	0.16606905	0.18685181	0.15971594	0.15838754	0.15124758
bin.0158	1.2728955	1.399737	1.0123281	1.0829595	1.3116057
bin.0159	0.05361461	0.046852242	0.10551885	0.10598416	0.11735639
bin.0160	0.15471438	0.14421442	0.11527789	0.12337662	0.108139746
bin.0161	0.03969174	0.041328333	0.039607115	0.03631777	0.02598153
bin.0162	0.20445813	0.22857364	0.19818982	0.20208424	0.13980682
bin.0163	0.03267672	0.025872434	0.035125416	0.029449606	0.026179345
bin.0164	0.30139765	0.26655185	0.24625778	0.2588396	0.29613912
bin.0165	0.09742604	0.11219998	0.08872637	0.09338259	0.07461508
bin.0166	1.4070685	1.9493109	1.1498011	1.206404	0.8098892
bin.0167	0.054300666	0.048966847	0.047135852	0.046553656	0.04018993
bin.0168	0.072107434	0.06747654	0.07311127	0.07824704	0.089899786
bin.0169	0.10699021	0.11405078	0.1036306	0.11115958	0.09980445
bin.0170	0.13931169	0.12383945	0.19787578	0.19262023	0.20074454
bin.0171	0.2119575	0.2567254	0.14079463	0.15279183	0.14075904
bin.0172	0.9990059	1.4390503	0.73220927	0.77267975	0.5579984
bin.0173	0.032119412	0.0053792233	0.060299754	0.05703978	0.07283971
bin.0174	0.03577048	0.033459067	0.036582787	0.03125988	0.024409492
bin.0175	0.032729585	0.024343356	0.033255283	0.026397279	0.025845457
bin.0176	2.3696294	1.3126174	4.158138	3.9944458	4.4622116
bin.0177	0.04370395	0.068686016	0.040589493	0.038527556	0.027530335
bin.0178	0.095922	0.05527038	0.07072182	0.06964971	0.07223854
bin.0179	0.042781834	0.073083766	0.056191906	0.051092908	0.044972487
bin.0180	0.10926912	0.16856219	0.090028584	0.09662928	0.06626068
bin.0181	1.0879037	1.6190245	0.7813101	0.8144848	0.5661768
bin.0182	0.10532417	0.17142135	0.09020222	0.09284352	0.06876399
bin.0183	1.3345735	1.5334375	0.9485055	0.98042357	0.77630734
bin.0184	0.07680948	0.016233232	0.07651124	0.06847975	0.07571918
bin.0185	0.19181357	0.17173152	0.1568952	0.1588595	0.14455469
bin.0186	0.0169045	0.008185489	0.0419939	0.03608474	0.03817392
bin.0187	0.45245194	0.35543874	0.40898937	0.4112675	0.49791852
bin.0188	0.046378464	0.03236019	0.043554205	0.040425047	0.042046733
bin.0189	0.07269539	0.11375373	0.055764027	0.055771768	0.040464733
bin.0190	0.054629844	0.06187946	0.052247163	0.04839216	0.040699363
bin.0191	0.060426645	0.12160022	0.06500191	0.060757864	0.06569004
bin.0192	0.16127847	0.21217607	0.14731409	0.15204297	0.1261462
bin.0193	0.08724342	0.09607142	0.07889944	0.081431635	0.07382511
bin.0194	0.043272812	0.031218505	0.042658456	0.03526114	0.03525979
bin.0195	0.20035574	0.2796799	0.16537538	0.16738401	0.09651882
bin.0196	0.5300212	0.32631165	0.6817797	0.6649791	0.71302515
bin.0197	0.040773015	0.02496841	0.039434083	0.03076069	0.03287836
bin.0198	0.049308132	0.056372546	0.04711501	0.04631899	0.04019089
bin.0199	0.5070302	0.6193091	0.46116185	0.47193202	0.43443167
bin.0200	0.02529913	0.022494162	0.032291494	0.02183472	0.019578319
bin.0201	0.11540522	0.02126121	0.13158399	0.13493605	0.20550078
bin.0202	0.23886107	0.18628196	0.25732496	0.24956968	0.2571087
bin.0203	0.34684396	0.37434015	0.25247756	0.2560554	0.27128413
bin.0204	0.0898113	0.07572084	0.07418737	0.079267666	0.083041646
bin.0205	6.703022	2.918197	11.326534	10.62967	11.779146
bin.0206	0.8926862	1.5731044	0.9351231	0.9682511	0.8776739
bin.0207	0.059002675	0.052648153	0.050957896	0.04381357	0.034094524
bin.0208	0.31915843	0.45520842	0.36823446	0.3591688	0.29821655
bin.0209	0.14453213	0.18919711	0.097630195	0.09644748	0.07424429
bin.0210	0.08545289	0.061432913	0.06630171	0.06909389	0.06438734
bin.0211	0.29596388	0.39233914	0.51850593	0.50682044	0.5306051
bin.0212	0.6216505	0.7202848	0.45114353	0.47544253	0.38596818
bin.0213	0.04675039	0.024018569	0.051087987	0.049136437	0.049913455
bin.0214	0.120387845	0.107827164	0.09646823	0.096476644	0.09317335
bin.0215	0.12003444	0.11014487	0.10136297	0.10864719	0.094046436
bin.0216	0.039991494	0.04256133	0.03730476	0.034907855	0.027917141
bin.0217	0.12620072	0.0925522	0.13851938	0.14006226	0.13522959
bin.0218	0.30100122	0.306647	0.22681622	0.24442035	0.22050303
bin.0219	0.060693778	0.102366276	0.057277944	0.05771268	0.05096968
unmapped	14.693093	14.021862	14.7879305	14.667421	14.275181
